age_group,count,election_type,electoral_district,year
30-35,16026,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
30-35,12316,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
30-35,13431,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
30-35,11744,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
30-35,6539,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
30-35,7377,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
30-35,11720,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
30-35,3866,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
30-35,20005,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
30-35,14087,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
30-35,13682,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
30-35,5516,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
30-35,3584,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
30-35,9541,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
30-35,13466,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
30-35,5129,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
36-41,23144,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
36-41,9138,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
36-41,9582,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
36-41,7509,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
36-41,42217,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
36-41,154951,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
36-41,52791,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
36-41,18608,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
36-41,28076,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
36-41,29367,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
36-41,10979,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
36-41,3807,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
36-41,10866,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
36-41,18502,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
36-41,15426,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
36-41,19947,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
36-41,2446,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
36-41,3719,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
36-41,15679,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
36-41,14219,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
36-41,28343,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
36-41,6037,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
36-41,57205,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
36-41,30881,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
36-41,16670,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
36-41,14004,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
36-41,12544,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
36-41,5043,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
36-41,10246,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
36-41,4212,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
36-41,9267,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
36-41,15350,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
36-41,13525,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
36-41,11531,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
36-41,8781,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
36-41,25496,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
36-41,6676,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
36-41,9757,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
36-41,2526,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
36-41,17081,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
36-41,15667,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
36-41,12457,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
36-41,14132,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
36-41,13085,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
36-41,6674,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
36-41,7655,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
36-41,12092,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
36-41,4089,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
36-41,22058,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
36-41,15046,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
36-41,14094,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
36-41,5678,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
36-41,3634,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
36-41,10424,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
36-41,13894,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
36-41,5113,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
42-47,23695,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
42-47,9263,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
42-47,10514,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
42-47,7768,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
42-47,44125,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
42-47,163611,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
42-47,51913,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
42-47,18707,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
42-47,27613,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
42-47,29160,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
42-47,10863,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
42-47,4058,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
42-47,12254,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
42-47,18941,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
42-47,16240,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
42-47,20267,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
42-47,2659,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
42-47,3863,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
42-47,16059,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
42-47,14260,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
42-47,27512,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
42-47,5729,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
42-47,58952,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
42-47,32809,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
42-47,16359,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
42-47,14940,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
42-47,12487,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
42-47,5873,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
42-47,10365,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
42-47,4633,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
42-47,10724,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
42-47,16604,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
42-47,13712,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
42-47,11760,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
42-47,9791,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
42-47,25691,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
42-47,6326,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
42-47,10744,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
42-47,2641,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
42-47,17511,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
42-47,16889,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
42-47,11944,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
42-47,15507,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
42-47,14008,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
42-47,6525,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
42-47,7273,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
42-47,11963,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
42-47,4227,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
42-47,22710,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
42-47,14851,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
42-47,14986,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
42-47,6554,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
42-47,3831,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
42-47,10738,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
42-47,14585,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
42-47,5341,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
48-53,22648,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
48-53,8843,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
48-53,10947,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
48-53,7578,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
48-53,42889,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
48-53,150925,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
48-53,46506,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
48-53,17961,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
48-53,26121,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
48-53,26596,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
48-53,10092,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
48-53,3896,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
48-53,11976,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
48-53,16572,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
48-53,15620,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
48-53,19064,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
48-53,2968,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
48-53,3998,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
48-53,15721,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
48-53,12878,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
48-53,23308,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
48-53,5376,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
48-53,54490,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
48-53,30040,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
48-53,15008,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
48-53,14261,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
48-53,12073,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
48-53,5975,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
48-53,9942,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
48-53,4858,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
48-53,10878,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
48-53,16278,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
48-53,12887,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
48-53,10919,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
48-53,10246,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
48-53,23361,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
48-53,6155,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
48-53,10119,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
48-53,2687,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
48-53,16340,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
48-53,17364,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
48-53,11485,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
48-53,15168,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
48-53,13506,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
48-53,6198,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
48-53,6424,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
48-53,11589,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
48-53,4133,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
48-53,22673,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
48-53,13678,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
48-53,14007,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
48-53,7283,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
48-53,3783,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
48-53,10179,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
48-53,13521,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
48-53,5352,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
54-59,22713,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
54-59,9322,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
54-59,11849,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
54-59,7947,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
54-59,43333,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
54-59,138184,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
54-59,43424,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
54-59,17886,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
54-59,24996,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
54-59,25994,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
54-59,10138,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
54-59,4225,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
54-59,11202,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
54-59,16254,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
54-59,16263,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
54-59,18831,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
54-59,3170,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
54-59,4134,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
54-59,16913,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
54-59,12717,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
54-59,21917,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
54-59,6392,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
54-59,48600,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
54-59,26915,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
54-59,16479,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
54-59,12961,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
54-59,12869,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
54-59,6007,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
54-59,10231,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
54-59,4973,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
54-59,10123,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
54-59,15937,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
54-59,12931,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
54-59,11099,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
54-59,10695,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
54-59,23208,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
54-59,6072,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
54-59,9786,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
54-59,2767,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
54-59,16470,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
54-59,18277,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
54-59,10503,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
54-59,14304,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
54-59,12873,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
54-59,6670,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
54-59,6038,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
54-59,10959,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
54-59,4151,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
54-59,22800,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
54-59,14008,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
54-59,14335,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
54-59,7850,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
54-59,3934,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
54-59,9657,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
54-59,12921,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
54-59,5678,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
60-65,20496,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
60-65,8557,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
60-65,11655,τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,2014
60-65,7743,τοπικής αυτοδιοίκηςη,ΑΡΤΗΣ,2014
60-65,41784,τοπικής αυτοδιοίκηςη,Α'ΑΘΗΝΩΝ,2014
60-65,117229,τοπικής αυτοδιοίκηςη,Β'ΑΘΗΝΩΝ,2014
60-65,38797,τοπικής αυτοδιοίκηςη,ΝΟΜΟΥ ΑΤΤΙΚΗΣ,2014
60-65,16879,τοπικής αυτοδιοίκηςη,Α'  ΠΕΙΡΑΙΩΣ,2014
60-65,21916,τοπικής αυτοδιοίκηςη,Β'  ΠΕΙΡΑΙΩΣ,2014
60-65,23532,τοπικής αυτοδιοίκηςη,ΑΧΑΪΑΣ,2014
60-65,8952,τοπικής αυτοδιοίκηςη,ΒΟΙΩΤΙΑΣ,2014
60-65,3779,τοπικής αυτοδιοίκηςη,ΓΡΕΒΕΝΩΝ,2014
60-65,9182,τοπικής αυτοδιοίκηςη,ΔΡΑΜΑΣ,2014
60-65,17203,τοπικής αυτοδιοίκηςη,ΔΩΔΕΚΑΝΗΣΟΥ,2014
60-65,13718,τοπικής αυτοδιοίκηςη,ΕΒΡΟΥ,2014
60-65,16949,τοπικής αυτοδιοίκηςη,ΕΥΒΟΙΑΣ,2014
60-65,2654,τοπικής αυτοδιοίκηςη,ΕΥΡΥΤΑΝΙΑΣ,2014
60-65,3533,τοπικής αυτοδιοίκηςη,ΖΑΚΥΝΘΟΥ,2014
60-65,15953,τοπικής αυτοδιοίκηςη,ΗΛΕΙΑΣ,2014
60-65,12125,τοπικής αυτοδιοίκηςη,ΗΜΑΘΙΑΣ,2014
60-65,19923,τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,2014
60-65,5899,τοπικής αυτοδιοίκηςη,ΘΕΣΠΡΩΤΙΑΣ,2014
60-65,41633,τοπικής αυτοδιοίκηςη,Α'  ΘΕΣ/ΝΙΚΗΣ,2014
60-65,23015,τοπικής αυτοδιοίκηςη,Β'  ΘΕΣ/ΝΙΚΗΣ,2014
60-65,15706,τοπικής αυτοδιοίκηςη,ΙΩΑΝΝΙΝΩΝ,2014
60-65,12033,τοπικής αυτοδιοίκηςη,ΚΑΒΑΛΑΣ,2014
60-65,11589,τοπικής αυτοδιοίκηςη,ΚΑΡΔΙΤΣΗΣ,2014
60-65,4975,τοπικής αυτοδιοίκηςη,ΚΑΣΤΟΡΙΑΣ,2014
60-65,9872,τοπικής αυτοδιοίκηςη,ΚΕΡΚΥΡΑΣ,2014
60-65,4503,τοπικής αυτοδιοίκηςη,ΚΕΦΑΛΛΗΝΙΑΣ,2014
60-65,8122,τοπικής αυτοδιοίκηςη,ΚΙΛΚΙΣ,2014
60-65,13442,τοπικής αυτοδιοίκηςη,ΚΟΖΑΝΗΣ,2014
60-65,12736,τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,2014
60-65,10242,τοπικής αυτοδιοίκηςη,ΚΥΚΛΑΔΩΝ,2014
60-65,11031,τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,2014
60-65,20322,τοπικής αυτοδιοίκηςη,ΛΑΡΙΣΗΣ,2014
60-65,5506,τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,2014
60-65,9985,τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,2014
60-65,2662,τοπικής αυτοδιοίκηςη,ΛΕΥΚΑΔΟΣ,2014
60-65,14497,τοπικής αυτοδιοίκηςη,ΜΑΓΝΗΣΙΑΣ,2014
60-65,17439,τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,2014
60-65,8959,τοπικής αυτοδιοίκηςη,ΞΑΝΘΗΣ,2014
60-65,12077,τοπικής αυτοδιοίκηςη,ΠΕΛΛΗΣ,2014
60-65,10594,τοπικής αυτοδιοίκηςη,ΠΙΕΡΙΑΣ,2014
60-65,6424,τοπικής αυτοδιοίκηςη,ΠΡΕΒΕΖΗΣ,2014
60-65,5432,τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,2014
60-65,9644,τοπικής αυτοδιοίκηςη,ΡΟΔΟΠΗΣ,2014
60-65,4205,τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,2014
60-65,19804,τοπικής αυτοδιοίκηςη,ΣΕΡΡΩΝ,2014
60-65,13437,τοπικής αυτοδιοίκηςη,ΤΡΙΚΑΛΩΝ,2014
60-65,12344,τοπικής αυτοδιοίκηςη,ΦΘΙΩΤΙΔΟΣ,2014
60-65,7571,τοπικής αυτοδιοίκηςη,ΦΛΩΡΙΝΗΣ,2014
60-65,3887,τοπικής αυτοδιοίκηςη,ΦΩΚΙΔΟΣ,2014
60-65,9108,τοπικής αυτοδιοίκηςη,ΧΑΛΚΙΔΙΚΗΣ,2014
60-65,11432,τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,2014
60-65,5373,τοπικής αυτοδιοίκηςη,ΧΙΟΥ,2014
66-70,16141,τοπικής αυτοδιοίκηςη,ΑΙΤΩΛ/ΝΙΑΣ,2014
66-70,6859,τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,2014
