department,institution,period,studentwithdeliveries,studentwithstatements,year
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,419,434,2014
ΔΙΕΘΝΟΥΣ ΕΜΠΟΡΙΟΥ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,37,46,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΓΡΕΒΕΝΑ) - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,304,328,2014
ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ Τ.Ε.,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,257,275,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΓΡΕΒΕΝΑ) - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,36,36,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΚΟΖΑΝΗ),ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,276,294,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,345,378,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,519,540,2014
ΜΑΙΕΥΤΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,314,316,2014
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΑΝΤΙΡΡΥΠΑΝΣΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΑΝΤΙΡΡΥΠΑΝΣΗΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,221,237,2014
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΑΝΤΙΡΡΥΠΑΝΣΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΓΕΩΤΕΧΝΟΛΟΓΙΑΣ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε. ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,265,268,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,358,399,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ Τ.Ε. - ΒΙΟΜΗΧΑΝΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,227,253,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ Τ.Ε. - ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ T.E.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,378,404,2014
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,329,342,2014
ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,463,509,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,233,253,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,15,18,2014
ΛΑΙΚΗΣ ΚΑΙ ΠΑΡΑΔΟΣΙΑΚΗΣ ΜΟΥΣΙΚΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,120,142,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,494,546,2014
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,719,735,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,374,404,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,671,701,2014
ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,544,551,2014
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,271,293,2014
ΔΑΣΟΠΟΝΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,53,55,2014
ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,372,377,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,448,497,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,101,105,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,310,341,2014
ΙΑΤΡΙΚΩΝ ΕΡΓΑΣΤΗΡΙΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,587,609,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,684,717,2014
ΜΗΧΑΝΙΚΗΣ ΒΙΟΣΥΣΤΗΜΑΤΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,17,27,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,535,604,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,390,421,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,737,750,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. (ΛΑΡΙΣΑ),ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,272,295,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. (ΤΡΙΚΑΛΑ),ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,225,238,2014
ΣΧΕΔΙΑΣΜΟΥ & ΤΕΧΝΟΛΟΓΙΑΣ ΞΥΛΟΥ & ΕΠΙΠΛΟΥ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,184,206,2014
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,347,358,2014
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,476,499,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,181,225,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,26,28,2014
ΤΕΧΝΟΛΟΓΙΑΣ ΗΧΟΥ ΚΑΙ ΜΟΥΣΙΚΩΝ ΟΡΓΑΝΩΝ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,91,110,2014
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,88,94,2014
ΤΕΧΝΟΛΟΓΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε. - ΣΥΝΤΗΡΗΣΗΣ ΠΟΛΙΤΙΣΜΙΚΗΣ ΚΛΗΡΟΝΟΜΙΑΣ Τ.Ε.,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,122,129,2014
ΤΕΧΝΟΛΟΓΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε. - ΤΕΧΝΟΛΟΓΙΩΝ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε.,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,114,124,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,542,590,2014
ΔΙΟΙΚΗΣΗΣ ΣΥΣΤΗΜΑΤΩΝ ΕΦΟΔΙΑΣΜΟΥ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,373,399,2014
"ΕΣΩΤΕΡΙΚΗΣ ΑΡΧΙΤΕΚΤΟΝΙΚΗΣ, ΔΙΑΚΟΣΜΗΣΗΣ ΚΑΙ ΣΧΕΔΙΑΣΜΟΥ ΑΝΤΙΚΕΙΜΕΝΩΝ",ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,76,79,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,693,744,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,524,573,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,414,441,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ & ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,291,341,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε. - ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,365,407,2014
ΣΧΕΔΙΑΣΜΟΥ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΕΝΔΥΣΗΣ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,178,183,2014
ΔΙΑΤΡΟΦΗΣ & ΔΙΑΙΤΟΛΟΓΙΑΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,329,336,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ),ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,205,233,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΗΡΑΚΛΕΙΟ) - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,382,436,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΗΡΑΚΛΕΙΟ) - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,54,60,2014
ΕΜΠΟΡΙΑΣ ΚΑΙ ΔΙΑΦΗΜΙΣΗΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,88,110,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,254,283,2014
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,232,259,2014
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,532,566,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,829,934,2014
ΜΗΧΑΝΙΚΩΝ ΜΟΥΣΙΚΗΣ ΤΕΧΝΟΛΟΓΙΑΣ ΚΑΙ ΑΚΟΥΣΤΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,149,193,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,461,553,2014
ΜΗΧΑΝΙΚΩΝ ΦΥΣΙΚΩΝ ΠΟΡΩΝ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,199,235,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,355,419,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,572,594,2014
ΠΟΛΙΤΙΚΩΝ ΔΟΜΙΚΩΝ ΕΡΓΩΝ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,230,280,2014
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,402,463,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,510,537,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,280,295,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,424,448,2014
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,364,387,2014
ΚΛΩΣΤΟΫΦΑΝΤΟΥΡΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,79,87,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,826,875,2014
ΜΗΧΑΝΙΚΩΝ ΑΥΤΟΜΑΤΙΣΜΟΥ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,516,554,2014
ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,495,536,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,528,547,2014
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,393,408,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΟΡΓΑΝΙΣΜΩΝ - ΔΙΟΙΚΗΣΗ ΜΟΝΑΔΩΝ ΥΓΕΙΑΣ ΚΑΙ ΠΡΟΝΟΙΑΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,307,340,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΟΡΓΑΝΙΣΜΩΝ - ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,209,221,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,329,362,2014
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,184,188,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,253,303,2014
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,285,301,2014
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,266,282,2014
ΔΑΣΟΠΟΝΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,168,177,2014
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,384,446,2014
ΣΤΑΤΙΣΤΙΚΗΣ,ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ,Εαρινή,290,320,2014
ΔΙΟΙΚΗΣΗΣ ΣΥΣΤΗΜΑΤΩΝ ΕΦΟΔΙΑΣΜΟΥ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,418,442,2014
"ΔΙΟΙΚΗΣΗΣ, ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΠΟΛΙΤΙΣΤΙΚΩΝ ΚΑΙ ΤΟΥΡΙΣΤΙΚΩΝ ΜΟΝΑΔΩΝ",ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,141,146,2014
ΕΜΠΟΡΙΑΣ ΚΑΙ ΔΙΑΦΗΜΙΣΗΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,112,121,2014
ΗΛΕΚΤΡΟΛΟΓΙΑΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,127,157,2014
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,273,328,2014
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,214,233,2014
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,940,1019,2014
ΜΗΧΑΝΙΚΩΝ ΑΥΤΟΜΑΤΙΣΜΟΥ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,321,370,2014
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,408,452,2014
ΜΗΧΑΝΙΚΩΝ ΤΕΧΝΟΛΟΓΙΑΣ ΑΕΡΟΣΚΑΦΩΝ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,220,229,2014
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,431,477,2014
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,640,685,2014
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,427,439,2014
ΓΕΩΓΡΑΦΙΑΣ,ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,Χειμερινή,260,277,2014
ΕΠΙΣΤΗΜΗΣ ΔΙΑΙΤΟΛΟΓΙΑΣ - ΔΙΑΤΡΟΦΗΣ,ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,Χειμερινή,297,302,2014
ΟΙΚΙΑΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΛΟΓΙΑΣ,ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,Χειμερινή,187,193,2014
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΜΑΤΙΚΗΣ,ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,Χειμερινή,307,320,2014
ΑΙΣΘΗΤΙΚΗΣ ΚΑΙ ΚΟΣΜΗΤΟΛΟΓΙΑΣ,ΑΛΕΞΑΝΔΡΕΙΟ ΤΕΙ ΘΕΣΣΑΛΟΝΙΚΗΣ,Εαρινή,358,367,2014
